timestamp,leader_symbol,follower_symbol,signal_strength,confidence,lag_microseconds,feature_type
2025-05-29 04:18:15.355303049,ETH_EUR,XBT_EUR,0.23012718358325462,0.21411746554855118,69569,price
2025-05-29 04:19:13.700249910,ETH_EUR,XBT_EUR,0.23012718358325462,0.21411746554855118,69569,price
2025-05-29 08:06:22.889143944,ETH_EUR,XBT_EUR,0.9723564904292117,0.15838520401303346,837112,volume
2025-05-29 08:07:25.117738008,ETH_EUR,XBT_EUR,0.9723564904292117,0.15838520401303346,837112,volume
2025-05-29 08:58:35.822793007,ETH_EUR,XBT_EUR,0.6810661332176339,0.3826549637499279,438153,price
2025-05-29 08:59:31.719899893,ETH_EUR,XBT_EUR,0.6810661332176339,0.3826549637499279,438153,price
